"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Zach Reks","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".306",".384",".690",".305","97","","0.0","0.0","","0.0","0.0","0.0","","999.0","19667"
"BJ Boyd","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".301",".382",".683",".300","93","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657987"
"Kevin Padlo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".289",".398",".687",".300","94","","0.0","0.0","","0.0","0.0","0.0","","999.0","16593"
"Mason McCoy","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".265",".323",".588",".261","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002758"
"Chris Okey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".269",".336",".606",".268","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","19245"
"Ian Sagdal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".288",".344",".632",".281","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875695"
"Rangel Ravelo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".248",".323",".411",".734",".322","109","","0.0","0.0","","0.0","0.0","0.0","","999.0","10839"
"Zach Green","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".273",".386",".659",".288","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","14973"
"Zac Veen","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".322",".409",".731",".320","91","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014516"
"Jordan Procyshen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".264",".315",".579",".259","65","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829345"
"Zach DeLoach","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".300",".359",".659",".292","94","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014547"
"Diosbel Arias","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".293",".333",".626",".279","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005308"
"Aaron Palensky","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".298",".374",".672",".297","94","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3015077"
"Jose Ramos","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".263",".371",".633",".277","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008845"
"Luke Williams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".289",".337",".626",".278","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","19931"
"Bryce Johnson","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".299",".329",".628",".281","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","20002"
"Henry Ramos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".306",".385",".691",".304","96","","0.0","0.0","","0.0","0.0","0.0","","999.0","11481"
"Maikel Franco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".277",".381",".657",".287","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","12179"
"Frank Schwindel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".291",".419",".709",".307","98","","0.0","0.0","","0.0","0.0","0.0","","999.0","15351"
"Drew Ferguson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".300",".315",".616",".279","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875766"
"Andy Thomas","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".273",".289",".562",".256","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3016953"
"Jeter Downs","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".277",".370",".647",".285","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","22202"
"Shane McGuire","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".275",".269",".544",".249","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017284"
"Collin Theroux","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".258",".315",".573",".257","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa876102"
"Chris Hudgins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".256",".322",".577",".257","64","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829684"
"Garrett Hiott","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".278",".350",".628",".278","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009972"
"Julian Escobedo","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".285",".339",".624",".277","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010030"
"Warming Bernabel","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".290",".400",".690",".300","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008761"
"Hyun Soo Kim","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".310",".381",".691",".301","95","","0.0","0.0","","0.0","0.0","0.0","","999.0","18718"
"Renae Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".264",".308",".572",".257","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004255"
"Jameson Hannah","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".310",".370",".681",".300","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007046"
"Eric Yang","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".281",".314",".595",".268","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1169769"
"Morgan McCullough","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".297",".335",".632",".282","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009868"
"Lolo Sanchez","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".314",".356",".669",".299","91","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917767"
"Brian Miller","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".296",".350",".647",".285","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","20047"
"Jason Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".285",".328",".612",".275","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","8722"
"Aderlin Rodríguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".291",".427",".717",".311","101","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa511026"
"Daniel Palka","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".310",".413",".724",".316","105","","0.0","0.0","","0.0","0.0","0.0","","999.0","14897"
"Dane Myers","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".289",".415",".704",".306","99","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915708"
"Daniel Montano","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".323",".408",".730",".320","92","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917068"
"Jack Kenley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".278",".352",".631",".278","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010718"
"Frankie Tostado","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".296",".426",".722",".312","99","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007030"
"Richie Martin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".288",".333",".621",".276","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","17736"
"Junior Caminero","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".252",".370",".621",".270","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3015532"
"Max McDowell","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".280",".287",".567",".259","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875626"
"Jeison Guzmán","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".275",".339",".614",".271","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa914314"
"Raynel Delgado","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".292",".329",".621",".277","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007288"
"Gianpaul Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".266",".306",".572",".256","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829276"
"Jose Lobaton","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".271",".322",".593",".265","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","4243"
"Taylor Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".311",".390",".701",".308","99","","0.0","0.0","","0.0","0.0","0.0","","999.0","19533"
"Mitch Longo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".293",".384",".677",".297","91","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa874178"
"Alex De Goti","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".297",".324",".621",".278","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","19477"
"Ryan McBroom","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".311",".423",".735",".320","108","","0.0","0.0","","0.0","0.0","0.0","","999.0","16524"
"Anderson Tejeda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".256",".347",".603",".265","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","19909"
"Andrew Young","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".280",".364",".643",".285","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","19521"
"Matt Lipka","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".282",".338",".620",".275","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548175"
"Shogo Akiyama","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".300",".351",".651",".289","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","27461"
"Gabriel Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".272",".357",".630",".277","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875999"
"Moises Castillo","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".288",".305",".593",".267","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917135"
"Vaun Brown","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".287",".384",".671",".294","90","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017282"
"Jacob Heyward","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".301",".365",".667",".297","92","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738955"
"Rusney Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".264",".317",".581",".257","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","17016"
"Jake Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".256",".378",".633",".276","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003962"
"Logan Driscoll","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".189",".252",".301",".553",".247","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009882"
"Leonardo Rivas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".294",".320",".615",".276","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872542"
"Luis Carpio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".289",".332",".620",".277","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827960"
"Jeferson Quero","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".253",".329",".582",".256","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3015407"
"Kellen Strahm","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".311",".352",".663",".296","92","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010278"
"Irving Lopez","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".285",".326",".610",".272","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002878"
"Ryan Fitzgerald","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".284",".359",".643",".284","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006218"
"Dillon Thomas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".303",".362",".666",".296","91","","0.0","0.0","","0.0","0.0","0.0","","999.0","12719"
"Zach Jarrett","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".278",".341",".619",".275","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002883"
"Jordan Cowan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".302",".309",".611",".276","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738703"
"Kyle Schmidt","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".259",".307",".566",".252","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010707"
"Heath Quinn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".287",".389",".676",".296","91","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737904"
"Brett Gardner","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".300",".339",".638",".286","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","9927"
"Tim Lopes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".286",".353",".639",".282","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","14137"
"Bryson Brigman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".290",".332",".621",".276","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829857"
"Brock Holt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".298",".323",".621",".278","78","","0.0","0.0","","0.0","0.0","0.0","","999.0","9345"
"Yoel Romero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".286",".337",".623",".276","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872524"
"Jordan Nwogu","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".270",".355",".625",".275","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014530"
"Chris Roller","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".285",".332",".617",".275","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004068"
"Albert Almora Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".291",".362",".653",".287","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","14109"
"Matt Whatley","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".269",".293",".562",".253","62","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915868"
"Danny Santana","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".291",".417",".707",".307","98","","0.0","0.0","","0.0","0.0","0.0","","999.0","10322"
"Tristen Lutz","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".290",".386",".676",".297","90","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004968"
"Dilson Herrera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".280",".383",".663",".290","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","14335"
"Alexis Torres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".278",".346",".624",".275","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918010"
"Mike Freeman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".302",".326",".628",".282","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","11241"
"Jack Dunn","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".297",".322",".619",".278","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010029"
"Thomas Saggese","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".272",".355",".627",".274","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014503"
"Brian Dozier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".293",".346",".639",".285","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","9810"
"Mike Tauchman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".305",".350",".655",".292","88","","0.0","0.0","","0.0","0.0","0.0","","999.0","15274"
"Ronald Torreyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".280",".333",".613",".270","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","11400"
"Diego Rincones","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".310",".414",".724",".314","106","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa916849"
"Ryan Dorow","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".286",".342",".628",".279","80","","0.0","0.0","","0.0","0.0","0.0","","999.0","23559"
"Dom Thompson-Williams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".276",".401",".677",".295","90","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829483"
"Delvin Pérez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".279",".310",".590",".263","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917935"
"Mickey McDonald","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".304",".301",".606",".275","82","","0.0","0.0","","0.0","0.0","0.0","","999.0","20533"
"Jaylen Ferguson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".268",".354",".623",".274","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875317"
"Hernán Pérez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".284",".358",".642",".282","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","5751"
"Connor Scott","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".294",".381",".676",".296","89","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008080"
